10000,31320962,mex,2,1,vrx,1,
10001,94088304,web,2,1,rwi,1,
10002,17100030,yuy,1,1,hgn,1,
10003,66828074,dco,1,2,nxc,1,
10004,32655600,huf,2,2,mcy,1,
10005,50108053,qov,2,1,ltp,1,
10006,96707017,lbh,1,2,bnn,1,
10007,21918385,sbj,1,1,gii,1,
10008,16860457,gnx,2,3,fds,1,
10009,78144311,uon,2,1,qla,1,
10010,53506860,eai,2,2,vpl,1,
10011,21523983,mfo,1,2,wnm,1,
10012,77382866,gmi,2,2,gvc,1,
10013,10043004,smj,1,4,lfp,1,
10014,96212653,lxo,2,4,rbs,1,
10015,64255154,vxb,2,2,mlw,1,
10016,84143680,hkm,2,4,qtc,1,
10017,42541968,qve,1,1,dgr,1,
10018,17837954,mll,1,4,eys,1,
10019,30233197,crx,2,4,qwd,1,
10020,16030021,xmp,1,1,ooi,1,
10021,47580577,dik,1,4,bgr,1,
10022,94341841,oty,2,4,ceq,1,
10023,42115679,whw,1,4,ruf,1,
10024,54162898,xrf,1,4,xva,1,
10025,49266859,nkp,2,3,ghd,1,
10026,16752240,isr,1,1,rei,1,
10027,47129312,cur,1,2,tvf,1,
10028,30469995,oqn,1,4,gke,1,
10029,74876671,cbf,2,1,fhu,1,
10030,77552704,wqj,2,1,aag,1,
10031,61903990,prj,2,3,ktv,1,
10032,45244383,kxk,2,4,peo,1,
10033,65863047,jfa,1,3,fkf,1,
10034,55799536,kbr,1,4,sos,1,
10035,91286237,syx,1,2,kkg,1,
10036,68082741,mio,1,2,occ,1,
10037,57519785,dei,2,2,blq,1,
10038,55680216,tig,1,4,qas,1,
10039,50757637,nyx,2,1,qto,1,
10040,68872128,ugf,1,3,dtm,1,
10041,12671947,ygk,2,3,utx,1,
10042,20030803,oft,1,3,jig,1,
10043,49593541,tal,1,3,sbe,1,
10044,99332178,ubg,2,3,hny,1,
10045,45556834,lmo,1,2,dyg,1,
10046,13699087,hqm,2,2,xen,1,
10047,38469662,kyh,1,3,mll,1,
10048,41019998,mee,2,3,srl,1,
10049,76912661,jry,1,3,qfh,1,
10050,51571884,coc,1,2,dbj,1,
10051,40858878,xgw,2,2,hkt,1,
10052,12667984,ghh,1,3,lua,1,
10053,60208056,prq,2,1,ibs,1,
10054,92579075,dqt,2,3,pyh,1,
10055,52257854,ahp,2,1,hrq,1,
10056,98250085,ksk,2,1,efu,1,
10057,71924049,gtg,1,3,awn,1,
10058,94043569,rqr,2,3,jky,1,
10059,35042893,wvi,2,1,krw,1,
10060,37260008,kdq,1,3,ith,1,
10061,65841322,kjt,2,2,dku,1,
10062,50365515,yui,2,2,fsp,1,
10063,39576608,lln,1,3,bxb,1,
10064,50335160,ctn,1,2,bsf,1,
10065,62388839,tet,1,1,rll,1,
10066,96210790,shk,1,4,kog,1,
10067,54071878,tpn,1,1,imn,1,
10068,86573155,pkh,1,3,fhe,1,
10069,99276155,nde,1,4,ald,1,
10070,47117853,isl,1,2,yon,1,
10071,76666711,oni,2,3,pmw,1,
10072,63662926,wyq,1,3,erd,1,
10073,88860127,lbn,1,1,yne,1,
10074,49743734,efv,2,2,yqd,1,
10075,53173497,slm,1,4,rfx,1,
10076,38290524,wke,1,4,yvg,1,
10077,20987765,gox,1,2,scn,1,
10078,49839068,eta,1,1,yrl,1,
10079,63038332,nxf,2,4,lxi,1,
10080,12179995,awv,2,1,jhm,1,
10081,87410547,uuu,2,2,ktx,1,
10082,48473725,yra,2,4,dlo,1,
10083,44180889,lej,2,2,bds,1,
10084,18592633,coi,2,2,seu,1,
10085,85281434,sjg,2,4,hmj,1,
10086,36028711,ymi,1,1,bjj,1,
10087,14582576,iis,2,3,xwh,1,
10088,85133322,srg,1,3,hyg,1,
10089,42724438,srf,2,1,xou,1,
10090,39026665,iaj,2,1,skc,1,
10091,54750481,oen,1,4,eml,1,
10092,51300531,qvv,1,3,stf,1,
10093,39007542,snv,1,2,qig,1,
10094,46992442,ttp,2,1,agi,1,
10095,20506876,rrs,2,4,ufn,1,
10096,43366948,voj,1,1,sgt,1,
10097,75453312,avm,2,1,dir,1,
10098,35216851,nwb,1,2,vut,1,
10099,79938801,hvj,2,3,wfg,1,
10100,74890619,dlo,2,3,jtw,1,
10101,60887562,psy,1,4,faw,1,
10102,64540837,vql,2,3,ovs,1,
10103,31789554,iqh,1,4,pnq,1,
10104,28431846,yyx,1,4,ids,1,
10105,97154940,exv,2,2,rku,1,
10106,61083974,vdk,1,2,uor,1,
10107,25083614,sfi,1,4,mco,1,
10108,92888984,ibk,1,4,wsd,1,
10109,36021319,dog,2,4,sqh,1,
10110,67210290,brw,1,1,uqx,1,
10111,31348864,nvn,2,2,fdc,1,
10112,91266695,klx,1,1,her,1,
10113,38636382,qky,2,1,svy,1,
10114,99956129,ilr,1,4,lva,1,
10115,21434688,tyg,2,3,sni,1,
10116,65653062,wow,1,1,xat,1,
10117,72645848,hmi,1,3,vty,1,
10118,14638822,nor,1,1,pxw,1,
10119,78621812,ekq,1,1,lnt,1,
10120,39707394,syp,1,4,xfy,1,
10121,60021235,dcy,2,2,qeh,1,
10122,79421636,gjd,1,2,yvj,1,
10123,78479515,vmj,1,3,ctv,1,
10124,74048440,trb,2,4,nqr,1,
10125,60716140,qpj,1,1,pnh,1,
10126,71229612,xic,1,1,rwo,1,
10127,13748099,jxb,1,1,qke,1,
10128,56583103,omk,1,2,vde,1,
10129,83361466,qad,1,2,yqd,1,
10130,34592478,qgi,2,3,sux,1,
10131,39409286,fvc,1,2,doc,1,
10132,48028626,xmy,1,2,klj,1,
10133,54378111,cvc,2,1,eum,1,
10134,52735065,lun,1,4,yxs,1,
10135,69054455,chm,2,1,mhf,1,
10136,42656678,mqj,1,2,bhg,1,
10137,81114084,nts,2,3,sxm,1,
10138,74542189,oln,2,4,wga,1,
10139,18670429,fjd,2,2,wmy,1,
10140,85625563,whq,1,3,oqv,1,
10141,42904083,csd,1,4,hch,1,
10142,71894209,dhh,2,3,ecf,1,
10143,58034726,nmr,2,2,als,1,
10144,71167246,fwc,1,3,pea,1,
10145,56303023,vsn,1,4,pcj,1,
10146,69300989,jpu,2,3,wfn,1,
10147,83047051,qhx,2,3,evx,1,
10148,70358741,ghy,1,3,uow,1,
10149,37161116,jpv,2,2,ykh,1,
10150,61756270,lgc,2,3,xwd,1,
10151,54520975,uhf,2,1,uah,1,
10152,43232791,rbi,1,2,iqt,1,
10153,22686489,jix,1,1,gbq,1,
10154,77290978,lvo,2,4,pjl,1,
10155,30219558,pag,2,3,lgd,1,
10156,17570697,xdy,1,3,cll,1,
10157,71182476,ifl,1,3,wjx,1,
10158,17823202,dxa,1,2,gge,1,
10159,97240957,cgm,1,1,jpf,1,
10160,75870511,chj,1,1,tfd,1,
10161,45750128,kvh,1,3,etm,1,
10162,35584214,nuq,2,1,wnn,1,
10163,51244783,kjx,2,3,rwr,1,
10164,82696706,ufg,2,2,uaf,1,
10165,10912574,ryk,1,1,vre,1,
10166,32644002,cuw,2,1,asb,1,
10167,77457249,som,1,4,gdm,1,
10168,26892821,xjr,2,1,vkc,1,
10169,67846322,lnn,2,4,uqa,1,
10170,47866473,dnw,2,1,gme,1,
10171,25902955,sjw,2,1,thd,1,
10172,86976507,myd,1,1,ync,1,
10173,74695675,ept,2,2,jcq,1,
10174,28993618,oxc,2,2,cbt,1,
10175,89883358,ose,2,4,nhd,1,
10176,93436735,sef,2,3,hrx,1,
10177,73299885,tif,1,1,wuk,1,
10178,17489513,duh,1,1,dcu,1,
10179,82356784,itn,2,1,png,1,
10180,58615848,ldj,2,3,upf,1,
10181,22578699,ivm,2,2,bcu,1,
10182,20269277,exl,2,1,bqr,1,
10183,19572117,xft,2,3,cyb,1,
10184,33384532,ven,1,2,biq,1,
10185,91800535,nch,2,1,hla,1,
10186,95494648,mdf,1,2,bck,1,
10187,35067995,nxt,2,1,cem,1,
10188,69905672,knm,1,2,fcw,1,
10189,33998411,nvu,1,4,fpp,1,
10190,39237020,ymw,2,3,vbm,1,
10191,39971696,kvb,1,3,gpa,1,
10192,71433423,rbl,2,1,lbn,1,
10193,10902407,dfn,1,3,eon,1,
10194,15990456,oyi,2,4,vex,1,
10195,17416621,xsg,2,2,spb,1,
10196,13306762,xcp,1,2,mis,1,
10197,15923338,ihc,2,4,sir,1,
10198,68761263,sxr,1,4,mbm,1,
10199,29844511,huf,1,4,flx,1,
10200,94072117,yjr,1,1,ppn,1,
10201,90950924,uwk,1,2,utu,1,
10202,93767416,vrw,2,4,qgn,1,
10203,57968381,bur,1,2,xpq,1,
10204,72007646,csv,1,1,vlw,1,
10205,46020692,kts,1,2,hub,1,
10206,60650225,eje,2,1,lqa,1,
10207,79244364,adu,2,4,oxj,1,
10208,60222026,rbj,2,4,oog,1,
10209,38257377,etv,1,3,xrq,1,
10210,21532304,vqm,2,3,mtq,1,
10211,61835416,pcm,1,3,fxy,1,
10212,52963591,hmw,2,4,ryy,1,
10213,87918649,frf,2,2,qco,1,
10214,61249998,vqh,2,1,owl,1,
10215,47247141,hfv,1,4,chl,1,
10216,76800992,okt,2,3,iot,1,
10217,94841455,rco,1,1,ggt,1,
10218,86645139,ede,1,1,cau,1,
10219,61075744,qcm,1,4,wme,1,
10220,92924479,hsa,2,3,erg,1,
10221,18134267,xtp,2,1,dch,1,
10222,34920073,mgn,2,1,wrh,1,
10223,26630340,uki,1,4,jaw,1,
10224,50967276,bip,2,2,umw,1,
10225,65562136,yrm,2,4,tro,1,
10226,89741534,wcn,1,2,iko,1,
10227,80576712,fnf,2,4,ldf,1,
10228,50459392,xcr,2,2,jqn,1,
10229,36737360,sqi,1,3,xif,1,
10230,79023191,pwp,1,4,tab,1,
10231,83196767,ugs,1,1,rdu,1,
10232,23301679,anc,1,2,fih,1,
10233,55957146,qgc,2,4,pjg,1,
10234,90123191,acv,1,4,plj,1,
10235,68367776,sip,1,4,kgn,1,
10236,49485709,jpp,1,2,lvi,1,
10237,26320662,vfi,1,4,ciu,1,
10238,36562242,jae,1,3,iei,1,
10239,89937730,kds,2,4,mbs,1,
10240,58685584,fet,1,4,kpb,1,
10241,56611373,qqs,1,3,uix,1,
10242,15299441,wrq,2,1,ylc,1,
10243,91807908,yqe,1,3,mds,1,
10244,72310543,nbp,1,2,ynd,1,
10245,46346568,xad,2,1,mgb,1,
10246,55097100,wru,2,3,abh,1,
10247,48731001,ioi,2,3,urs,1,
10248,34132727,vri,2,4,hbe,1,
10249,32374527,mue,2,1,cvm,1,
10250,54562574,kfs,2,1,ggx,1,
10251,33592954,dvc,1,1,xqr,1,
10252,32692303,fde,1,2,ipg,1,
10253,32440768,xqu,2,1,yuj,1,
10254,63074160,yvm,1,1,ucp,1,
10255,54768882,cug,2,2,amj,1,
10256,45332517,tru,2,2,edo,1,
10257,37248341,tdj,1,3,ddv,1,
10258,88979794,agf,1,4,ttp,1,
10259,24028247,bul,2,4,rcc,1,
10260,71930225,iue,1,2,snq,1,
10261,32703120,tht,1,4,qej,1,
10262,27201433,gwm,1,2,rwc,1,
10263,71411700,dex,1,4,hcm,1,
10264,16162718,ttt,1,3,mbp,1,
10265,78263652,aue,1,4,yra,1,
10266,32684627,xyf,2,1,kaa,1,
10267,78511796,twd,1,3,qlf,1,
10268,33489664,iij,1,1,mbp,1,
10269,85605999,suy,2,3,jsm,1,
10270,87001948,hgi,1,1,iqw,1,
10271,65662021,eru,2,1,qjj,1,
10272,87929305,wvf,2,2,aqq,1,
10273,14167659,mij,2,1,yab,1,
10274,12850559,jeu,1,4,bjo,1,
10275,41673361,rth,2,4,omj,1,
10276,64170964,ucw,2,3,brk,1,
10277,36550549,fdv,1,4,gpa,1,
10278,45178351,pwo,2,4,ouj,1,
10279,86954903,fdv,2,3,olg,1,
10280,57591310,rre,1,3,rcc,1,
10281,67241674,amn,1,1,ssw,1,
10282,58229762,qeg,2,2,blm,1,
10283,62114710,adx,1,4,jkw,1,
10284,82329717,xpp,2,2,gvf,1,
10285,62651007,jum,2,1,qwv,1,
10286,54921444,rce,1,4,kfd,1,
10287,74459501,exm,2,1,wwp,1,
10288,26728446,fga,1,2,rdo,1,
10289,29069676,buu,1,2,oxa,1,
10290,68639677,sjn,2,1,ivt,1,
10291,44196402,jxf,2,2,djo,1,
10292,16156238,ics,1,3,pkn,1,
10293,87817569,qum,1,3,nmf,1,
10294,47795514,ssb,2,1,ksp,1,
10295,10587344,dpj,1,4,klc,1,
10296,35509371,foe,2,4,oxf,1,
10297,33577988,nmj,1,2,lrt,1,
10298,50280290,gto,2,3,ytt,1,
10299,55816383,ief,2,3,lis,1,
10300,37522035,bwl,1,2,ycc,1,
10301,72707960,gmy,1,3,xdd,1,
10302,58333275,xud,2,1,hss,1,
10303,70902575,anq,2,3,nmd,1,
10304,78418344,dce,1,4,xjq,1,
10305,33166382,nhw,1,3,rhe,1,
10306,84264915,wba,2,1,weq,1,
10307,93625708,hmn,2,1,tij,1,
10308,39401136,ggw,1,2,yeo,1,
10309,36618143,fln,2,1,yuq,1,
10310,23973188,cta,2,3,gft,1,
10311,83129509,vdv,2,3,vad,1,
10312,30998149,grd,2,1,kej,1,
10313,86250927,irh,2,4,jxs,1,
